id,/geo.Geo/Nearby,/rate.Rate/GetRates,/search.Search/Nearby,HTTP GET /hotels,startTime,total,/recommendation.Recommendation/GetRecommendations,memcached_get_profile,/profile.Profile/GetProfiles,HTTP GET /recommendations,/reservation.Reservation/CheckAvailability,memcached_get_multi_rate,memcached_capacity_get_multi_number,memcached_reserve_get_multi_number,pattern
00c504024ebe5495,127.0,1589714.0,1595460.0,1676419.0,2025-10-06 23:45:19.561540,6543745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00b3e97d4cd56024,4029.0,352257.0,356313.0,680186.0,2025-10-06 23:45:00.508037,2072269,0.0,2.0,148603.0,0.0,7589.0,1.0,2.0,1.0,11101110111111
0015092a578d0a4c,0.0,0.0,0.0,0.0,2025-10-06 23:45:32.225621,180493,6095.0,713.0,83325.0,89536.0,0.0,0.0,0.0,0.0,01010001001011
006ce8ea25795e6e,0.0,0.0,0.0,0.0,2025-10-06 23:45:26.813648,500540,7991.0,1004.0,1021.0,249272.0,0.0,0.0,0.0,0.0,01010001001011
006569a46de907ae,0.0,0.0,0.0,0.0,2025-10-06 23:45:35.594831,3717944,80463.0,2172.0,2264.0,1856792.0,0.0,0.0,0.0,0.0,01010001001011
008af610a0542c77,34.0,3712921.0,3736336.0,3765576.0,2025-10-06 23:45:28.360662,15003628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
007483b2c62d2c68,16168.0,5958902.0,6222395.0,6222740.0,2025-10-06 23:45:25.401666,24395442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
014397f6057703a3,18972.0,127672.0,206430.0,271274.0,2025-10-06 23:45:02.116599,1022193,0.0,21612.0,21750.0,0.0,24164.0,5164.0,1681.0,7119.0,11101110111111
0016265711ef0dbd,57.0,276744.0,24845103.0,25081719.0,2025-10-06 23:44:56.354088,100702789,0.0,262.0,549.0,0.0,190012.0,267995.0,598.0,175516.0,11101110111111
005841771c31ef72,144.0,6982021.0,7045325.0,7479787.0,2025-10-06 23:45:06.675821,29049909,0.0,1.0,270895.0,0.0,31693.0,2.0,2.0,2.0,11101110111111
01433d12bf73906c,37264.0,160437.0,320662.0,320856.0,2025-10-06 23:45:30.867959,1037281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00d29d4aad2d14b4,0.0,0.0,0.0,0.0,2025-10-06 23:45:37.047735,2552694,160.0,741.0,799.0,1275584.0,0.0,0.0,0.0,0.0,01010001001011
012fb56ce6c2a1a5,26.0,196686.0,245082.0,245174.0,2025-10-06 23:45:17.416420,918261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
0094a2c0cd251282,67405.0,5737508.0,6136092.0,6136439.0,2025-10-06 23:45:25.431200,23882407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
0077116c3ef84631,0.0,0.0,0.0,0.0,2025-10-06 23:44:59.893311,118341,10826.0,13441.0,34787.0,45710.0,0.0,0.0,0.0,0.0,01010001001011
00711f76b0e45732,35.0,10783889.0,10881551.0,10882144.0,2025-10-06 23:45:24.458306,43433881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00a8e3ceb19816cd,231.0,5.0,7429608.0,8937601.0,2025-10-06 23:44:48.166776,32599575,0.0,7.0,71494.0,0.0,14.0,1.0,4.0,2.0,11101110111111
007c98ec5ef0f245,0.0,0.0,0.0,0.0,2025-10-06 23:44:54.173826,222622,23.0,551.0,74357.0,110816.0,0.0,0.0,0.0,0.0,01010001001011
0072e580511f261f,132428.0,17899173.0,18484396.0,19104040.0,2025-10-06 23:45:05.175184,75857231,0.0,216049.0,216220.0,0.0,68717.0,507544.0,900.0,5719.0,11101110111111
00f0bd3f0e6c29b0,0.0,0.0,0.0,0.0,2025-10-06 23:45:18.406563,476567,144657.0,26051.0,67441.0,212290.0,0.0,0.0,0.0,0.0,01010001001011
01282bd50ea53cd4,15230.0,3689719.0,3704973.0,3771947.0,2025-10-06 23:45:28.187954,14953635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00536827db5238f4,0.0,0.0,0.0,0.0,2025-10-06 23:45:23.536358,1271183,36.0,1063.0,490233.0,634526.0,0.0,0.0,0.0,0.0,01010001001011
0071a065542299c3,0.0,0.0,0.0,0.0,2025-10-06 23:45:21.420782,231848,15.0,1174.0,45204.0,114764.0,0.0,0.0,0.0,0.0,01010001001011
00afad0b88ea15dc,0.0,0.0,0.0,0.0,2025-10-06 23:45:29.342275,276416,35300.0,425.0,102282.0,137874.0,0.0,0.0,0.0,0.0,01010001001011
0067de375b9a46a3,77880.0,614880.0,909411.0,909582.0,2025-10-06 23:45:22.565927,3204588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00726bed807db9da,74.0,7318212.0,7572778.0,7572906.0,2025-10-06 23:45:11.720371,29789161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
0007a6e999001f17,3549.0,142431.0,146016.0,273937.0,2025-10-06 23:45:13.578488,839819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00d39d89093bf155,0.0,0.0,0.0,0.0,2025-10-06 23:45:15.185173,257096,7.0,973.0,89059.0,127592.0,0.0,0.0,0.0,0.0,01010001001011
00fdb7f0cee6eb92,5912.0,1313696.0,1389422.0,1389531.0,2025-10-06 23:45:21.801811,5418255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00c17293c341139c,69623.0,1473422.0,1543068.0,1598511.0,2025-10-06 23:45:19.412635,6283096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00011d8a9f3adbb3,0.0,0.0,0.0,0.0,2025-10-06 23:45:21.416190,831856,126461.0,962.0,288383.0,414943.0,0.0,0.0,0.0,0.0,01010001001011
00a85f9e991b4de5,48821.0,4549858.0,5129740.0,5389775.0,2025-10-06 23:45:14.134498,22242720,0.0,1596.0,45396.0,0.0,199304.0,886990.0,12104.0,168536.0,11101110111111
00cd0b858105490e,186.0,6030206.0,6039625.0,6285505.0,2025-10-06 23:45:25.339686,24650282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00ea24a8d10ffa21,58413.0,9642064.0,10090286.0,10090647.0,2025-10-06 23:44:58.174893,39582023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
0051e2a6416e2a04,29178.0,8.0,1582025.0,3071815.0,2025-10-06 23:45:20.531742,9307658,0.0,5.0,137.0,0.0,413531.0,2.0,3.0,1.0,11101110111111
01080da23a83f95a,40.0,1229947.0,1318086.0,1318204.0,2025-10-06 23:45:21.872908,5129149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
002bc016a033658f,0.0,0.0,0.0,0.0,2025-10-06 23:45:24.113546,411703,7156.0,360.0,198226.0,205530.0,0.0,0.0,0.0,0.0,01010001001011
011db1a6ef6fa9dd,0.0,0.0,0.0,0.0,2025-10-06 23:45:33.500407,391258,81235.0,4758.0,4884.0,190879.0,0.0,0.0,0.0,0.0,01010001001011
00ddcc5f34ef3d46,0.0,0.0,0.0,0.0,2025-10-06 23:45:11.126125,137326,65.0,3293.0,38450.0,65331.0,0.0,0.0,0.0,0.0,01010001001011
012c474f32520cdf,58422.0,490483.0,707240.0,707359.0,2025-10-06 23:44:58.176679,2512455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
0021673ed6d244fd,0.0,0.0,0.0,0.0,2025-10-06 23:45:36.863341,2854151,30.0,1239.0,1281759.0,1467939.0,0.0,0.0,0.0,0.0,01010001001011
00180fdef1fa6b9d,0.0,0.0,0.0,0.0,2025-10-06 23:45:36.427815,3361174,37.0,665.0,834.0,1679909.0,0.0,0.0,0.0,0.0,01010001001011
009e370dc66eac61,0.0,0.0,0.0,0.0,2025-10-06 23:44:54.171223,229220,198.0,930.0,963.0,113874.0,0.0,0.0,0.0,0.0,01010001001011
00d43fc8da1a32a8,0.0,0.0,0.0,0.0,2025-10-06 23:45:10.619460,66067,7160.0,406.0,446.0,32589.0,0.0,0.0,0.0,0.0,01010001001011
007e17e3a3350f7d,0.0,0.0,0.0,0.0,2025-10-06 23:45:35.847847,3538125,171.0,604.0,648.0,1768393.0,0.0,0.0,0.0,0.0,01010001001011
00add4caa27af73e,3986372.0,96.0,7023741.0,10891543.0,2025-10-06 23:44:46.169378,35830401,0.0,1.0,5.0,0.0,2099802.0,17.0,1.0,1.0,11101110111111
011ee304a8f87823,0.0,0.0,0.0,0.0,2025-10-06 23:45:03.860134,80270,8878.0,304.0,30832.0,39844.0,0.0,0.0,0.0,0.0,01010001001011
0090963bb88826d9,0.0,0.0,0.0,0.0,2025-10-06 23:45:14.363690,518442,19823.0,258.0,238950.0,259027.0,0.0,0.0,0.0,0.0,01010001001011
0058d396edbbf689,6590.0,440169.0,446794.0,661298.0,2025-10-06 23:45:10.351585,2216141,0.0,2.0,176159.0,0.0,17786.0,5.0,2.0,1.0,11101110111111
013f3e1e4ae1d54b,22084.0,2022710.0,2044826.0,1864495.0,2025-10-06 23:45:39.785447,7816929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
013d6074ceae611d,0.0,0.0,0.0,0.0,2025-10-06 23:44:49.164304,3228055,6.0,11596.0,1590328.0,1602484.0,0.0,0.0,0.0,0.0,01010001001011
0000a8ff9f714412,26408.0,9501321.0,9527776.0,9612934.0,2025-10-06 23:44:59.251385,38281576,0.0,3.0,5097.0,0.0,18584.0,2.0,4.0,2.0,11101110111111
00dd9d9a87ca3cd0,0.0,0.0,0.0,0.0,2025-10-06 23:45:06.574991,722458,8.0,290.0,317.0,360950.0,0.0,0.0,0.0,0.0,01010001001011
0055f7597c7a0bf8,0.0,0.0,0.0,0.0,2025-10-06 23:44:52.249304,584486,61.0,1377.0,1451.0,290841.0,0.0,0.0,0.0,0.0,01010001001011
00423ed82448e825,0.0,0.0,0.0,0.0,2025-10-06 23:44:59.204065,704013,233417.0,15353.0,103096.0,336698.0,0.0,0.0,0.0,0.0,01010001001011
0120c3e85b2d9e76,28054.0,78891.0,4417391.0,4624359.0,2025-10-06 23:45:20.525469,18250640,0.0,183.0,304.0,0.0,10841.0,73869.0,1166.0,2673.0,11101110111111
00c1b1e23d6749ba,0.0,0.0,0.0,0.0,2025-10-06 23:45:27.497824,987731,217963.0,2704.0,272011.0,490041.0,0.0,0.0,0.0,0.0,01010001001011
00789deddd1875b4,0.0,0.0,0.0,0.0,2025-10-06 23:45:17.194671,371387,76.0,309.0,359.0,185355.0,0.0,0.0,0.0,0.0,01010001001011
00d83cb230dbfca9,0.0,0.0,0.0,0.0,2025-10-06 23:45:35.119784,5376502,10.0,594.0,2627244.0,2687397.0,0.0,0.0,0.0,0.0,01010001001011
0003f02fdbe33b30,0.0,0.0,0.0,0.0,2025-10-06 23:45:10.388690,20181,5117.0,278.0,4612.0,9794.0,0.0,0.0,0.0,0.0,01010001001011
00eff40be6c064b4,24.0,6485766.0,6719129.0,6719421.0,2025-10-06 23:45:12.705444,26418556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00a1749ed85da3cc,230.0,16.0,1197775.0,1484445.0,2025-10-06 23:45:28.477072,5364571,0.0,1.0,6.0,0.0,127797.0,3.0,6.0,3.0,11101110111111
00d16ff454658450,0.0,0.0,0.0,0.0,2025-10-06 23:45:17.929323,65967,70.0,170.0,26395.0,32785.0,0.0,0.0,0.0,0.0,01010001001011
005bb73f29cc830d,2923.0,11464915.0,11493579.0,11528859.0,2025-10-06 23:45:00.709951,45993510,0.0,2.0,11.0,0.0,8025.0,3.0,32.0,3.0,11101110111111
01177feeedb12655,0.0,0.0,0.0,0.0,2025-10-06 23:45:15.207511,412509,78.0,2188.0,137267.0,204034.0,0.0,0.0,0.0,0.0,01010001001011
003aa5496d1fb0b1,0.0,0.0,0.0,0.0,2025-10-06 23:45:35.675773,3654216,94112.0,3334.0,3364.0,1823775.0,0.0,0.0,0.0,0.0,01010001001011
0062a838ee9c27d1,78191.0,1237473.0,1315694.0,1727612.0,2025-10-06 23:45:06.598086,6086474,0.0,1.0,6.0,0.0,14.0,0.0,1.0,1.0,11101110101111
0036196551ca6d78,0.0,0.0,0.0,0.0,2025-10-06 23:45:32.424087,1056899,11.0,710.0,771.0,527764.0,0.0,0.0,0.0,0.0,01010001001011
0078297d005dedc8,0.0,0.0,0.0,0.0,2025-10-06 23:45:14.337056,558079,7.0,454.0,253864.0,278610.0,0.0,0.0,0.0,0.0,01010001001011
010d7796beef4d34,28914.0,5136067.0,5165000.0,5395361.0,2025-10-06 23:45:26.086316,21120596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00b6b9ee1f75e624,81.0,1247277.0,1266620.0,1593869.0,2025-10-06 23:45:19.417878,5720955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
0059f7ed76a0a783,0.0,0.0,0.0,0.0,2025-10-06 23:45:03.205285,415475,5.0,5111.0,146238.0,202541.0,0.0,0.0,0.0,0.0,01010001001011
00d10f28f60b438c,0.0,0.0,0.0,0.0,2025-10-06 23:45:04.205271,294381,60331.0,729.0,753.0,146446.0,0.0,0.0,0.0,0.0,01010001001011
0125637aab63c220,43.0,9584125.0,9621331.0,9968565.0,2025-10-06 23:45:00.188356,39289306,0.0,3144.0,209918.0,0.0,52778.0,0.0,7324.0,43558.0,11101110101111
0116b120d3cb0de8,813870.0,58.0,3375552.0,4348080.0,2025-10-06 23:45:26.879175,14552849,0.0,2.0,922134.0,0.0,50125.0,2.0,2.0,2.0,11101110111111
011da2e9ef93d1c0,0.0,0.0,0.0,0.0,2025-10-06 23:44:58.567686,95080,20360.0,266.0,26834.0,47256.0,0.0,0.0,0.0,0.0,01010001001011
01227c71e667587f,9037.0,2738466.0,2829220.0,2829499.0,2025-10-06 23:45:20.664198,11153871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00404ee7365d13ba,0.0,0.0,0.0,0.0,2025-10-06 23:45:27.963250,227526,6132.0,288.0,454.0,113445.0,0.0,0.0,0.0,0.0,01010001001011
006fa866ce6d29a7,5141.0,1777424.0,10599872.0,10600042.0,2025-10-06 23:45:24.661937,45806019,0.0,0.0,0.0,0.0,0.0,1680646.0,0.0,0.0,10100110010011
00048a9eaacef2ad,0.0,0.0,0.0,0.0,2025-10-06 23:45:12.788697,871324,4128.0,348.0,421.0,435292.0,0.0,0.0,0.0,0.0,01010001001011
00481f7d21fb1a8e,736437.0,23.0,2851258.0,3968058.0,2025-10-06 23:45:27.258990,13635712,0.0,2.0,927160.0,0.0,11.0,4.0,1.0,1.0,11101110111111
008526237f30bf67,0.0,0.0,0.0,0.0,2025-10-06 23:44:56.170767,189563,5.0,1396.0,1448.0,93462.0,0.0,0.0,0.0,0.0,01010001001011
012b51421fc44e05,0.0,0.0,0.0,0.0,2025-10-06 23:45:30.680814,1182803,123636.0,12484.0,454950.0,579152.0,0.0,0.0,0.0,0.0,01010001001011
004840cfd9ef3fcb,0.0,0.0,0.0,0.0,2025-10-06 23:45:20.842546,317269,30.0,1035.0,1292.0,157570.0,0.0,0.0,0.0,0.0,01010001001011
000427b1cc7a8576,0.0,0.0,0.0,0.0,2025-10-06 23:45:26.588287,33973,4067.0,1681.0,11140.0,15295.0,0.0,0.0,0.0,0.0,01010001001011
0036720626e88faa,0.0,0.0,0.0,0.0,2025-10-06 23:44:58.111898,201906,4.0,740.0,71278.0,100210.0,0.0,0.0,0.0,0.0,01010001001011
008357743c72b49b,33633.0,467788.0,501558.0,701319.0,2025-10-06 23:45:07.126419,2414709,0.0,351.0,63555.0,0.0,28135.0,1643.0,388.0,1327.0,11101110111111
010f565a506cb606,85631.0,20.0,1504015.0,2000975.0,2025-10-06 23:45:20.411455,6904312,0.0,306.0,30460.0,0.0,466191.0,4.0,2.0,1.0,11101110111111
000f09129c245cfc,5877.0,1142057.0,1183610.0,1183719.0,2025-10-06 23:45:19.816052,4663507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
0095e0b35d36a1da,0.0,0.0,0.0,0.0,2025-10-06 23:45:29.450656,641652,6.0,335.0,210233.0,320462.0,0.0,0.0,0.0,0.0,01010001001011
00a083338a7cc516,0.0,0.0,0.0,0.0,2025-10-06 23:45:02.180907,540330,61.0,291.0,360.0,269906.0,0.0,0.0,0.0,0.0,01010001001011
00f01a891b265e82,0.0,0.0,0.0,0.0,2025-10-06 23:45:27.526335,378921,189450.0,0.0,0.0,189471.0,0.0,0.0,0.0,0.0,00010001000011
005ad62483cd941b,109.0,44269.0,143836.0,190058.0,2025-10-06 23:45:02.180690,569103,0.0,2.0,34415.0,0.0,32.0,2.0,3.0,3.0,11101110111111
00ea80ad0adcba93,0.0,0.0,0.0,0.0,2025-10-06 23:45:34.460841,4139864,652785.0,16347.0,1400656.0,2053521.0,0.0,0.0,0.0,0.0,01010001001011
013caa2529bd51ed,62000.0,750312.0,978327.0,978499.0,2025-10-06 23:45:22.512356,3581543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
001f4ca56b9415d5,0.0,0.0,0.0,0.0,2025-10-06 23:45:10.244662,199335,55.0,436.0,52072.0,99218.0,0.0,0.0,0.0,0.0,01010001001011
0089f4e778409361,0.0,0.0,0.0,0.0,2025-10-06 23:45:16.735442,280847,16280.0,181.0,123915.0,140237.0,0.0,0.0,0.0,0.0,01010001001011
00de3fa1711f0dad,24634.0,36.0,245909.0,293863.0,2025-10-06 23:45:02.250136,992661,0.0,2.0,20701.0,0.0,17.0,3.0,2.0,1.0,11101110111111
010866bed84a6598,0.0,0.0,0.0,0.0,2025-10-06 23:45:10.497113,42024,6087.0,153.0,14638.0,20898.0,0.0,0.0,0.0,0.0,01010001001011
002bc39147fcb28c,0.0,0.0,0.0,0.0,2025-10-06 23:44:54.169189,279917,40673.0,1809.0,97267.0,138145.0,0.0,0.0,0.0,0.0,01010001001011
00f9c02148836258,158.0,23.0,66509.0,1351635.0,2025-10-06 23:44:55.708300,2785508,0.0,12.0,15.0,0.0,11.0,4.0,1.0,1.0,11101110111111
0016fa1efaf5eadc,0.0,0.0,0.0,0.0,2025-10-06 23:45:04.798709,54460,6.0,1838.0,15236.0,25398.0,0.0,0.0,0.0,0.0,01010001001011
00551cc24ebf19e8,16268.0,755257.0,800947.0,1054777.0,2025-10-06 23:45:00.268192,3652713,0.0,2.0,21713.0,0.0,49.0,7.0,4.0,4.0,11101110111111
0104ed3d229cd90c,0.0,0.0,110735.0,111025.0,2025-10-06 23:45:27.570276,221760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00000110000011
00cc226dbfbe9e7c,101.0,13.0,144609.0,194994.0,2025-10-06 23:45:10.188164,679261,0.0,2.0,10.0,0.0,160.0,2.0,32.0,4.0,11101110111111
003f91d69de18d3c,63816.0,315050.0,378882.0,428718.0,2025-10-06 23:45:17.192694,1615207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
0022f473ad7578a9,0.0,0.0,0.0,0.0,2025-10-06 23:45:07.221603,253628,27016.0,946.0,1024.0,125869.0,0.0,0.0,0.0,0.0,01010001001011
013098e6a7d7d93b,408.0,8.0,626100.0,1978701.0,2025-10-06 23:45:29.448309,5209629,0.0,2.0,1121802.0,0.0,10.0,1.0,1.0,2.0,11101110111111
00bb42fb5af3fe4a,0.0,0.0,0.0,0.0,2025-10-06 23:45:31.421969,1348038,48.0,347.0,455554.0,673661.0,0.0,0.0,0.0,0.0,01010001001011
00931097d84acccf,56746.0,3261206.0,3318227.0,3963506.0,2025-10-06 23:44:59.168552,15665462,0.0,1676.0,1863.0,0.0,563072.0,0.0,7651.0,529021.0,11101110101111
0135bf6415904df9,38942.0,3250872.0,3289836.0,3403218.0,2025-10-06 23:45:27.784934,13386026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
00ad40ceb201a928,0.0,0.0,0.0,0.0,2025-10-06 23:45:34.498515,4149235,5.0,45868.0,1398562.0,2028819.0,0.0,0.0,0.0,0.0,01010001001011
0143b717753562f3,0.0,0.0,0.0,0.0,2025-10-06 23:45:12.452310,66493,12468.0,1084.0,19619.0,32163.0,0.0,0.0,0.0,0.0,01010001001011
00557f1d6fc66490,0.0,0.0,0.0,0.0,2025-10-06 23:45:23.152988,1973749,280667.0,678.0,705342.0,986132.0,0.0,0.0,0.0,0.0,01010001001011
006d07438bdc70b8,0.0,0.0,0.0,0.0,2025-10-06 23:45:27.055117,1152957,10.0,12492.0,459121.0,563997.0,0.0,0.0,0.0,0.0,01010001001011
013c5f6ef002a2e3,5491.0,126612.0,598762.0,718179.0,2025-10-06 23:45:11.392811,2844991,0.0,368.0,499.0,0.0,6187.0,120600.0,503.0,1796.0,11101110111111
005fc18473f97d46,9336.0,2290121.0,2320617.0,3599223.0,2025-10-06 23:44:53.459614,11797629,0.0,2.0,287367.0,0.0,990846.0,2.0,1.0,1.0,11101110111111
0022dfec9ecee8d0,0.0,0.0,0.0,0.0,2025-10-06 23:45:02.187626,699041,6.0,333.0,284918.0,349088.0,0.0,0.0,0.0,0.0,01010001001011
00c83d4ba60f8e44,0.0,0.0,0.0,0.0,2025-10-06 23:45:39.840457,57435,14028.0,466.0,13887.0,28051.0,0.0,0.0,0.0,0.0,01010001001011
005163ec77245c51,0.0,0.0,0.0,0.0,2025-10-06 23:45:13.216403,373608,7.0,15801.0,86983.0,170996.0,0.0,0.0,0.0,0.0,01010001001011
0021633c1d738b65,0.0,0.0,0.0,0.0,2025-10-06 23:45:40.038887,642891,34.0,274.0,394.0,321182.0,0.0,0.0,0.0,0.0,01010001001011
00ae0f489758772f,0.0,0.0,0.0,0.0,2025-10-06 23:44:48.159012,5245501,5.0,15670.0,1931477.0,2607113.0,0.0,0.0,0.0,0.0,01010001001011
00fea7f32846e274,35706.0,3488709.0,4240867.0,4241090.0,2025-10-06 23:45:19.419459,15530869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
012b268bd39091d1,492.0,59.0,5147484.0,5728115.0,2025-10-06 23:45:24.157977,21751302,0.0,2.0,226165.0,0.0,31.0,2.0,4.0,2.0,11101110111111
0017ac43e259cb7e,102.0,5.0,35827.0,437914.0,2025-10-06 23:45:00.721497,946966,0.0,5.0,183179.0,0.0,18.0,1.0,2.0,4.0,11101110111111
0020414ef93c0833,0.0,0.0,0.0,0.0,2025-10-06 23:45:34.248648,1574909,14.0,867.0,190373.0,786530.0,0.0,0.0,0.0,0.0,01010001001011
00d7202a68094b89,0.0,0.0,0.0,0.0,2025-10-06 23:45:27.445121,1057700,270581.0,2904.0,255242.0,525897.0,0.0,0.0,0.0,0.0,01010001001011
01185075fdd831ac,0.0,0.0,0.0,0.0,2025-10-06 23:45:04.411422,23137,18.0,557.0,6865.0,11375.0,0.0,0.0,0.0,0.0,01010001001011
00c1e53cb3905a42,44650.0,568554.0,745621.0,745715.0,2025-10-06 23:45:22.445275,2717792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100110000011
