index,srv-geo_autoscaler_requested_pods,srv-geo_autoscaler_terminating_pods,srv-geo_autoscaler_actual_pods,srv-geo_activator_request_concurrency,srv-geo_autoscaler_desired_pods,srv-geo_autoscaler_stable_request_concurrency,srv-geo_autoscaler_panic_request_concurrency,srv-geo_autoscaler_target_concurrency_per_pod,srv-geo_autoscaler_excess_burst_capacity,srv-geo_container_cpu_usage_seconds_total
1759424077,3.0,0.0,3.0,,1.0,-1e-06,0.0,7.0,-181.0,0.17111871950264962
1759424082,3.0,0.0,3.0,,1.0,-1e-06,0.0,7.0,-181.0,0.11976297288410107
1759424087,3.0,0.0,3.0,,1.0,-1e-06,0.0,7.0,-181.0,0.07829996405504418
1759424092,3.0,0.0,3.0,,1.0,-1e-06,0.0,7.0,-181.0,0.07829996405504418
1759424097,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.028278488491769088
1759424102,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.022246889939936863
1759424107,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.009516143696271628
1759424112,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.021481358888175005
1759424117,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.02457846609067798
1759424117,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.07333028070553811
1759424122,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.07926109434563017
1759424127,3.0,0.0,3.0,,3.0,0.61299,2.575714,7.0,-184.0,0.11887169838746496
1759424132,3.0,0.0,3.0,,3.0,0.61299,2.575714,7.0,-184.0,0.13156645106766265
1759424137,3.0,0.0,3.0,9.463105321162937,3.0,0.61299,2.575714,7.0,-184.0,0.14830863726264398
1759424142,3.0,0.0,3.0,9.463105321162937,3.0,0.61299,2.575714,7.0,-184.0,0.1537112433587488
1759424147,3.0,0.0,3.0,9.463105321162937,3.0,0.61299,2.575714,7.0,-184.0,0.17321060124197227
1759424152,3.0,0.0,3.0,9.463105321162937,3.0,0.61299,2.575714,7.0,-184.0,0.17368979306643842
1759424157,3.0,0.0,3.0,9.463105321162937,6.0,34.527526,4.756538,7.0,-186.0,0.15490644586781596
1759424162,3.0,0.0,3.0,9.463105321162937,6.0,34.527526,4.756538,7.0,-186.0,0.16940619203521812
1759424167,3.0,0.0,3.0,0.0,6.0,34.527526,4.756538,7.0,-186.0,0.1717395661848707
1759424172,3.0,0.0,3.0,0.0,6.0,34.527526,4.756538,7.0,-186.0,0.15790885460308401
1759424177,3.0,0.0,3.0,0.0,6.0,34.527526,4.756538,7.0,-186.0,0.142673893088645
1759424177,3.0,0.0,3.0,0.0,6.0,34.527526,4.756538,7.0,-186.0,0.15558184150483023
1759424182,3.0,0.0,3.0,0.0,6.0,34.527526,4.756538,7.0,-186.0,0.15042132995987975
1759424187,3.0,2.0,2.0,0.0,3.0,0.234613,0.134369,7.0,-192.0,0.1331905371690161
1759424192,3.0,2.0,2.0,0.0,3.0,0.234613,0.134369,7.0,-192.0,0.12253240113226495
1759424197,3.0,2.0,2.0,9.310600370731507,3.0,0.234613,0.134369,7.0,-192.0,0.11690537074638872
1759424202,3.0,2.0,2.0,9.310600370731507,3.0,0.234613,0.134369,7.0,-192.0,0.16240763972805017
1759424207,3.0,2.0,2.0,9.310600370731507,3.0,0.234613,0.134369,7.0,-192.0,0.17671423822513885
1759424212,3.0,2.0,2.0,9.310600370731507,3.0,0.234613,0.134369,7.0,-192.0,0.17502316956618727
1759424217,3.0,2.0,3.0,9.310600370731507,1.0,-1e-06,0.0,7.0,-181.0,0.14181453848844552
1759424222,3.0,2.0,3.0,9.310600370731507,1.0,-1e-06,0.0,7.0,-181.0,0.11733599820654471
1759424227,3.0,2.0,3.0,,1.0,-1e-06,0.0,7.0,-181.0,0.12049915711569865
1759424232,3.0,2.0,3.0,,1.0,-1e-06,0.0,7.0,-181.0,0.11269529673015562
1759424237,3.0,2.0,3.0,,1.0,-1e-06,0.0,7.0,-181.0,0.10340195441459218
1759424237,3.0,2.0,3.0,1.0,-1e-06,0.0,7.0,-181.0,0.1002789132537179
1759424242,3.0,2.0,3.0,1.0,-1e-06,0.0,7.0,-181.0,0.0924006749463036
1759424247,3.0,2.0,3.0,3.0,0.766492,0.0,7.0,-181.0,0.053173744594419474
1759424252,3.0,2.0,3.0,3.0,0.766492,0.0,7.0,-181.0,0.0822438431385248
1759424257,3.0,2.0,3.0,3.0,0.766492,0.0,7.0,-181.0,0.09461329259895125
1759424262,3.0,2.0,3.0,3.0,0.766492,0.0,7.0,-181.0,0.1080097078355223
1759424267,3.0,2.0,3.0,3.0,0.766492,0.0,7.0,-181.0,0.21210003875955202
1759424272,3.0,2.0,3.0,3.0,0.766492,0.0,7.0,-181.0,0.21210003875955202
1759424277,3.0,0.0,3.0,3.0,2.764439,0.0,7.0,-181.0,0.2938736358523196
1759424282,3.0,0.0,3.0,3.0,2.764439,0.0,7.0,-181.0,0.3968664655113466
1759424287,3.0,0.0,3.0,3.0,2.764439,0.0,7.0,-181.0,0.3968664655113466
1759424292,3.0,0.0,3.0,3.0,2.764439,0.0,7.0,-181.0,0.4347775085431287
1759424297,3.0,0.0,3.0,3.0,2.764439,0.0,7.0,-181.0,0.44351265487618174
1759424297,3.0,0.0,3.0,,3.0,2.764439,0.0,7.0,-181.0,0.4524001376278536
1759424302,3.0,0.0,3.0,,3.0,2.764439,0.0,7.0,-181.0,0.46095560040106737
1759424307,3.0,0.0,3.0,,3.0,3.067173,0.265593,7.0,-182.0,0.4001918024310006
1759424312,3.0,0.0,3.0,,3.0,3.067173,0.265593,7.0,-182.0,0.4173193051976417
1759424317,3.0,0.0,3.0,8.479677793049788,3.0,3.067173,0.265593,7.0,-182.0,0.3809414447670242
1759424322,3.0,0.0,3.0,8.479677793049788,3.0,3.067173,0.265593,7.0,-182.0,0.3556985705987212
1759424327,3.0,0.0,3.0,8.479677793049788,3.0,3.067173,0.265593,7.0,-182.0,0.2521378288105176
1759424332,3.0,0.0,3.0,8.479677793049788,3.0,3.067173,0.265593,7.0,-182.0,0.2521378288105176
1759424337,3.0,0.0,3.0,8.479677793049788,3.0,0.075788,0.038801,7.0,-182.0,0.21775942762744838
1759424342,3.0,0.0,3.0,8.479677793049788,3.0,0.075788,0.038801,7.0,-182.0,0.16037954057701545
1759424347,3.0,0.0,3.0,35.93762346270193,3.0,0.075788,0.038801,7.0,-182.0,0.16037954057701545
1759424352,3.0,0.0,3.0,35.93762346270193,3.0,0.075788,0.038801,7.0,-182.0,0.12413986514336521
1759424357,3.0,0.0,3.0,35.93762346270193,3.0,0.075788,0.038801,7.0,-182.0,0.11418585842994322
1759424357,3.0,0.0,3.0,35.93762346270193,3.0,0.075788,0.038801,7.0,-182.0,0.1259956571906935
1759424362,3.0,0.0,3.0,35.93762346270193,3.0,0.075788,0.038801,7.0,-182.0,0.14684253799715283
1759424367,3.0,0.0,3.0,35.93762346270193,3.0,0.050953,0.0,7.0,-181.0,0.14788707447728447
1759424372,3.0,0.0,3.0,35.93762346270193,3.0,0.050953,0.0,7.0,-181.0,0.13265146694233235
1759424377,3.0,0.0,3.0,0.0,3.0,0.050953,0.0,7.0,-181.0,0.09141720997142708
1759424382,3.0,0.0,3.0,0.0,3.0,0.050953,0.0,7.0,-181.0,0.09141720997142708
1759424387,3.0,0.0,3.0,0.0,3.0,0.050953,0.0,7.0,-181.0,0.10765156803559826
1759424392,3.0,0.0,3.0,0.0,3.0,0.050953,0.0,7.0,-181.0,0.08602840416487734
1759424397,3.0,3.0,0.0,0.0,3.0,738.908318,1761.733433,7.0,-1973.0,0.07325906111928089
1759424402,3.0,3.0,0.0,0.0,3.0,738.908318,1761.733433,7.0,-1973.0,0.02492750233170431
1759424407,3.0,3.0,0.0,,3.0,738.908318,1761.733433,7.0,-1973.0,0.02009016713788953
1759424412,3.0,3.0,0.0,,3.0,738.908318,1761.733433,7.0,-1973.0,0.0033395492258090098
1759424417,3.0,3.0,0.0,,3.0,738.908318,1761.733433,7.0,-1973.0,0.030409565375037244
1759424417,3.0,3.0,0.0,,3.0,738.908318,1761.733433,7.0,-1973.0,0.09004110710036854
1759424422,3.0,3.0,0.0,,3.0,738.908318,1761.733433,7.0,-1973.0,0.09581565159572433
1759424427,3.0,2.0,1.0,,3.0,9.558346,0.0,7.0,-201.0,0.15094498454660396
1759424432,3.0,2.0,1.0,,3.0,9.558346,0.0,7.0,-201.0,0.24740416393469733
1759424437,3.0,2.0,1.0,0.0,3.0,9.558346,0.0,7.0,-201.0,0.27958629010034375
1759424442,3.0,2.0,1.0,0.0,3.0,9.558346,0.0,7.0,-201.0,0.2668497990211034
1759424447,3.0,2.0,1.0,0.0,3.0,9.558346,0.0,7.0,-201.0,0.2653056645354688
1759424452,3.0,2.0,1.0,0.0,3.0,9.558346,0.0,7.0,-201.0,0.28918294070715045
1759424457,3.0,0.0,3.0,0.0,3.0,0.115562,0.10135,7.0,-182.0,0.22465494628250882
1759424462,3.0,0.0,3.0,0.0,3.0,0.115562,0.10135,7.0,-182.0,0.19984292735520723
1759424467,3.0,0.0,3.0,0.03411371077792606,3.0,0.115562,0.10135,7.0,-182.0,0.18661760975277794
1759424472,3.0,0.0,3.0,0.03411371077792606,3.0,0.115562,0.10135,7.0,-182.0,0.04769156180575091
1759424477,3.0,0.0,3.0,0.03411371077792606,3.0,0.115562,0.10135,7.0,-182.0,0.04742365769337002
1759424477,3.0,0.0,3.0,0.03411371077792606,3.0,0.115562,0.10135,7.0,-182.0,0.03873602476371085
1759424482,3.0,0.0,3.0,0.03411371077792606,3.0,0.115562,0.10135,7.0,-182.0,0.03827683114344826
1759424487,3.0,0.0,3.0,0.03411371077792606,3.0,0.053676,0.02635,7.0,-182.0,0.02506039610629554
1759424492,3.0,0.0,3.0,0.03411371077792606,3.0,0.053676,0.02635,7.0,-182.0,0.013621105196754626
1759424497,3.0,0.0,3.0,67.7524300837821,3.0,0.053676,0.02635,7.0,-182.0,0.04320951521534047
1759424502,3.0,0.0,3.0,67.7524300837821,3.0,0.053676,0.02635,7.0,-182.0,0.04639561487923907
1759424507,3.0,0.0,3.0,67.7524300837821,3.0,0.053676,0.02635,7.0,-182.0,0.05515667013535433
1759424512,3.0,0.0,3.0,67.7524300837821,3.0,0.053676,0.02635,7.0,-182.0,0.07368320789508132
1759424517,3.0,0.0,3.0,67.7524300837821,3.0,0.557523,0.761684,7.0,-182.0,0.09551567287692896
1759424522,3.0,0.0,3.0,67.7524300837821,3.0,0.557523,0.761684,7.0,-182.0,0.1269757526050578
1759424527,3.0,0.0,3.0,0.0689427998326999,3.0,0.557523,0.761684,7.0,-182.0,0.13224187669826573
1759424532,3.0,0.0,3.0,0.0689427998326999,3.0,0.557523,0.761684,7.0,-182.0,0.11841294995328924
1759424537,3.0,0.0,3.0,0.0689427998326999,3.0,0.557523,0.761684,7.0,-182.0,0.1094600418399469
1759424537,3.0,0.0,3.0,0.0689427998326999,3.0,0.557523,0.761684,7.0,-182.0,0.10467100659667178
1759424542,3.0,0.0,3.0,0.0689427998326999,3.0,0.557523,0.761684,7.0,-182.0,0.08789568671616464
1759424547,3.0,3.0,0.0,0.0689427998326999,3.0,21.755876,41.342585,7.0,-253.0,0.0801637615969325
1759424552,3.0,3.0,0.0,0.0689427998326999,3.0,21.755876,41.342585,7.0,-253.0,0.07349023889255453
1759424557,3.0,3.0,0.0,0.4076716248098571,3.0,21.755876,41.342585,7.0,-253.0,0.0295978076047738
1759424562,3.0,3.0,0.0,0.4076716248098571,3.0,21.755876,41.342585,7.0,-253.0,0.07447646819703584
1759424567,3.0,3.0,0.0,0.4076716248098571,3.0,21.755876,41.342585,7.0,-253.0,0.0896656190586484
1759424572,3.0,3.0,0.0,0.4076716248098571,3.0,21.755876,41.342585,7.0,-253.0,0.08482933912961217
1759424577,3.0,0.0,3.0,0.4076716248098571,3.0,0.08232,0.116274,7.0,-182.0,0.08038663364530761
1759424582,3.0,0.0,3.0,0.4076716248098571,3.0,0.08232,0.116274,7.0,-182.0,0.09223321310168012
1759424587,3.0,0.0,3.0,0.0,3.0,0.08232,0.116274,7.0,-182.0,0.0828960302074418
1759424592,3.0,0.0,3.0,0.0,3.0,0.08232,0.116274,7.0,-182.0,0.09179614698910485
1759424597,3.0,0.0,3.0,0.0,3.0,0.08232,0.116274,7.0,-182.0,0.0916765659680478
1759424597,3.0,0.0,3.0,0.0,3.0,0.08232,0.116274,7.0,-182.0,0.09082572986461197
1759424602,3.0,0.0,3.0,0.0,3.0,0.08232,0.116274,7.0,-182.0,0.08280434681299403
1759424607,3.0,3.0,1.0,0.0,3.0,65.277581,132.626828,7.0,-334.0,0.0424348435829108
1759424612,3.0,3.0,1.0,0.0,3.0,65.277581,132.626828,7.0,-334.0,0.0409018969568335
1759424617,3.0,3.0,1.0,0.7581743691709765,3.0,65.277581,132.626828,7.0,-334.0,0.0726318622111751
1759424622,3.0,3.0,1.0,0.7581743691709765,3.0,65.277581,132.626828,7.0,-334.0,0.06268761359310838
1759424627,3.0,3.0,1.0,0.7581743691709765,3.0,65.277581,132.626828,7.0,-334.0,0.09602414664255121
1759424632,3.0,3.0,1.0,0.7581743691709765,3.0,65.277581,132.626828,7.0,-334.0,0.1035852983636649
1759424637,0.0,3.0,0.0,0.7581743691709765,0.0,-1e-06,0.0,7.0,-211.0,0.10844375917565388
1759424642,0.0,3.0,0.0,0.7581743691709765,0.0,-1e-06,0.0,7.0,-211.0,0.10307065923108734
1759424647,0.0,3.0,0.0,0.0,0.0,-1e-06,0.0,7.0,-211.0,0.11580147734793923
1759424652,0.0,3.0,0.0,0.0,0.0,-1e-06,0.0,7.0,-211.0,0.09663573351968463
1759424657,0.0,3.0,0.0,0.0,0.0,-1e-06,0.0,7.0,-211.0,0.10078730379706707
1759424657,0.0,3.0,0.0,0.0,0.0,-1e-06,0.0,7.0,-211.0,0.09969362039104572
1759424662,0.0,3.0,0.0,0.0,0.0,-1e-06,0.0,7.0,-211.0,0.10792377363091242
1759424667,3.0,0.0,1.0,0.0,3.0,113.432593,7.211365,7.0,-209.0,0.07689580206049626
1759424672,3.0,0.0,1.0,0.0,3.0,113.432593,7.211365,7.0,-209.0,0.0640470547981337
1759424677,3.0,0.0,1.0,6.522973802372706,3.0,113.432593,7.211365,7.0,-209.0,0.052599406180233135
1759424682,3.0,0.0,1.0,6.522973802372706,3.0,113.432593,7.211365,7.0,-209.0,0.1015393614207443
1759424687,3.0,0.0,1.0,6.522973802372706,3.0,113.432593,7.211365,7.0,-209.0,0.1259664402077944
1759424692,3.0,0.0,1.0,6.522973802372706,3.0,113.432593,7.211365,7.0,-209.0,0.1715080265514604
1759424697,3.0,0.0,3.0,6.522973802372706,3.0,0.064041,0.061062,7.0,-182.0,0.13225412233557782
1759424702,3.0,0.0,3.0,6.522973802372706,3.0,0.064041,0.061062,7.0,-182.0,0.13212135772191713
1759424707,3.0,0.0,3.0,0.0,3.0,0.064041,0.061062,7.0,-182.0,0.13813491615012585
1759424712,3.0,0.0,3.0,0.0,3.0,0.064041,0.061062,7.0,-182.0,0.1533956282242901
1759424717,3.0,0.0,3.0,0.0,3.0,0.064041,0.061062,7.0,-182.0,0.13647873142528638
1759424717,3.0,0.0,3.0,0.0,3.0,0.064041,0.061062,7.0,-182.0,0.13441026803148357
1759424722,3.0,0.0,3.0,0.0,3.0,0.064041,0.061062,7.0,-182.0,0.060496570352224444
1759424727,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.05909054554811846
1759424732,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.05026124217580202
1759424737,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.011875797274310367
1759424742,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.005256651240444618
1759424747,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.004463144840705838
1759424752,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.003102927532936361
1759424757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.002169122115518415
1759424762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.0016139255250491058
1759424767,0.0,0.0,0.0,92.61774177208648,0.0,0.0,0.0,7.0,-211.0,0.001439664817196823
1759424772,0.0,0.0,0.0,92.61774177208648,0.0,0.0,0.0,7.0,-211.0,0.0008963854278933399
1759424777,0.0,0.0,0.0,92.61774177208648,0.0,0.0,0.0,7.0,-211.0,0.000285781142582264
1759424777,0.0,0.0,0.0,92.61774177208648,0.0,0.0,0.0,7.0,-211.0,0.024661671704204725
1759424782,0.0,0.0,0.0,92.61774177208648,0.0,0.0,0.0,7.0,-211.0,0.09525593635151433
1759424787,3.0,0.0,3.0,92.61774177208648,3.0,0.327691,0.0,7.0,-181.0,0.11891358140338452
1759424792,3.0,0.0,3.0,92.61774177208648,3.0,0.327691,0.0,7.0,-181.0,0.12285690557688587
1759424797,3.0,0.0,3.0,0.0,3.0,0.327691,0.0,7.0,-181.0,0.1029739302124669
1759424802,3.0,0.0,3.0,0.0,3.0,0.327691,0.0,7.0,-181.0,0.11756302417087806
1759424807,3.0,0.0,3.0,0.0,3.0,0.327691,0.0,7.0,-181.0,0.103272492228405
1759424812,3.0,0.0,3.0,0.0,3.0,0.327691,0.0,7.0,-181.0,0.09973509167482748
1759424817,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.10960620722490505
1759424822,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.1046205342533175
1759424827,0.0,3.0,0.0,0.38964859740348706,0.0,0.0,0.0,7.0,-211.0,0.030926284219685737
1759424832,0.0,3.0,0.0,0.38964859740348706,0.0,0.0,0.0,7.0,-211.0,0.027197087873915136
1759424837,0.0,3.0,0.0,0.38964859740348706,0.0,0.0,0.0,7.0,-211.0,0.035360081181408896
1759424837,0.0,3.0,0.0,0.38964859740348706,0.0,0.0,0.0,7.0,-211.0,0.057458928694244314
1759424842,0.0,3.0,0.0,0.38964859740348706,0.0,0.0,0.0,7.0,-211.0,0.05048393413769263
1759424847,3.0,0.0,2.0,0.38964859740348706,3.0,0.063067,0.0,7.0,-191.0,0.07799460816877932
1759424852,3.0,0.0,2.0,0.38964859740348706,3.0,0.063067,0.0,7.0,-191.0,0.10246422889756639
1759424857,3.0,0.0,2.0,0.0,3.0,0.063067,0.0,7.0,-191.0,0.10843187299505186
1759424862,3.0,0.0,2.0,0.0,3.0,0.063067,0.0,7.0,-191.0,0.10395812570659393
1759424867,3.0,0.0,2.0,0.0,3.0,0.063067,0.0,7.0,-191.0,0.10423476515419677
1759424872,3.0,0.0,2.0,0.0,3.0,0.063067,0.0,7.0,-191.0,0.09201369931398765
1759424877,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.10606106362451813
1759424882,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.14402426521667575
1759424887,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.1420229045263013
1759424892,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.14853661992377468
1759424897,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.10646524887506888
1759424897,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.07955452882717516
1759424902,3.0,3.0,2.0,0.0,3.0,1.832726,1.463425,7.0,-193.0,0.09031945365453652
1759424907,3.0,3.0,1.0,0.0,3.0,1649.171687,2213.010976,7.0,-2415.0,0.10092145959530661
1759424912,3.0,3.0,1.0,0.0,3.0,1649.171687,2213.010976,7.0,-2415.0,0.09577034814376582
1759424917,3.0,3.0,1.0,0.4222126411149436,3.0,1649.171687,2213.010976,7.0,-2415.0,0.09790755863649717
1759424922,3.0,3.0,1.0,0.4222126411149436,3.0,1649.171687,2213.010976,7.0,-2415.0,0.16376255940388776
1759424927,3.0,3.0,1.0,0.4222126411149436,3.0,1649.171687,2213.010976,7.0,-2415.0,0.1193094419205903
1759424932,3.0,3.0,1.0,0.4222126411149436,3.0,1649.171687,2213.010976,7.0,-2415.0,0.14747978374299295
1759424937,0.0,3.0,0.0,0.4222126411149436,0.0,0.0,0.0,7.0,-211.0,0.11334081443895683
1759424942,0.0,3.0,0.0,0.4222126411149436,0.0,0.0,0.0,7.0,-211.0,0.11142319822934954
1759424947,0.0,3.0,0.0,34.28847957846576,0.0,0.0,0.0,7.0,-211.0,0.12516499077726465
1759424952,0.0,3.0,0.0,34.28847957846576,0.0,0.0,0.0,7.0,-211.0,0.10653440775478142
1759424957,0.0,3.0,0.0,34.28847957846576,0.0,0.0,0.0,7.0,-211.0,0.11837381853883348
1759424957,0.0,3.0,0.0,34.28847957846576,0.0,0.0,0.0,7.0,-211.0,0.1318025094399218
1759424962,0.0,3.0,0.0,34.28847957846576,0.0,0.0,0.0,7.0,-211.0,0.1368608877488038
1759424967,3.0,0.0,3.0,34.28847957846576,3.0,0.095775,0.020041,7.0,-182.0,0.1267334985344018
1759424972,3.0,0.0,3.0,34.28847957846576,3.0,0.095775,0.020041,7.0,-182.0,0.1112077047594052
1759424977,3.0,0.0,3.0,52.53785465619572,3.0,0.095775,0.020041,7.0,-182.0,0.09569634439663727
1759424982,3.0,0.0,3.0,52.53785465619572,3.0,0.095775,0.020041,7.0,-182.0,0.093781818053924
1759424987,3.0,0.0,3.0,52.53785465619572,3.0,0.095775,0.020041,7.0,-182.0,0.10501138642145934
1759424992,3.0,0.0,3.0,52.53785465619572,3.0,0.095775,0.020041,7.0,-182.0,0.11878997246453353
1759424997,3.0,0.0,3.0,52.53785465619572,1.0,0.0,0.0,7.0,-181.0,0.13022704173551516
1759425002,3.0,0.0,3.0,52.53785465619572,1.0,0.0,0.0,7.0,-181.0,0.1409655539070781
1759425007,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.08492101022051382
1759425012,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.0849210102205138
1759425017,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.07893982770400253
1759425017,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.07893982770400253
1759425022,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.07957959489575578
1759425027,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.20964158207343056
1759425032,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.2477240405776452
1759425037,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.28467048798838673
1759425042,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.3700949422942392
1759425047,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.39707802325721625
1759425052,3.0,2.0,2.0,,3.0,20.270723,0.0,7.0,-191.0,0.4914646794446225
1759425057,3.0,0.0,3.0,,3.0,0.570834,0.0,7.0,-181.0,0.3997203799918801
1759425062,3.0,0.0,3.0,,3.0,0.570834,0.0,7.0,-181.0,0.40503804254548037
1759425067,3.0,0.0,3.0,0.0,3.0,0.570834,0.0,7.0,-181.0,0.4601690685547227
1759425072,3.0,0.0,3.0,0.0,3.0,0.570834,0.0,7.0,-181.0,0.4058798482136473
1759425077,3.0,0.0,3.0,0.0,3.0,0.570834,0.0,7.0,-181.0,0.26535825943455105
1759425077,3.0,0.0,3.0,0.0,3.0,0.570834,0.0,7.0,-181.0,0.25569242611027626
1759425082,3.0,0.0,3.0,0.0,3.0,0.570834,0.0,7.0,-181.0,0.23928734971255647
1759425087,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.06543339881888495
1759425092,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.04223815461252045
1759425097,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.03469773833499595
1759425102,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.01060213570801687
1759425107,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.010594838796766766
1759425112,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,-211.0,0.004685267872295516
1759425117,3.0,0.0,1.0,0.0,3.0,0.980581,0.959913,7.0,-202.0,0.025181504143462905
1759425122,3.0,0.0,1.0,0.0,3.0,0.980581,0.959913,7.0,-202.0,0.10422863002964544
1759425127,3.0,0.0,1.0,0.0,3.0,0.980581,0.959913,7.0,-202.0,0.12914328591864024
1759425132,3.0,0.0,1.0,0.0,3.0,0.980581,0.959913,7.0,-202.0,0.11809742085404296
1759425137,3.0,0.0,1.0,0.0,3.0,0.980581,0.959913,7.0,-202.0,0.10439037021504353
1759425137,3.0,0.0,1.0,0.0,3.0,0.980581,0.959913,7.0,-202.0,0.10241694602559544
1759425142,3.0,0.0,1.0,0.0,3.0,0.980581,0.959913,7.0,-202.0,0.10736106825961388
1759425147,3.0,3.0,2.0,0.0,4.0,413.545531,0.0,7.0,-191.0,0.12020600806832414
1759425152,3.0,3.0,2.0,0.0,4.0,413.545531,0.0,7.0,-191.0,0.09220316669612116
1759425157,3.0,3.0,2.0,0.048008231429163,4.0,413.545531,0.0,7.0,-191.0,0.1404740403121931
1759425162,3.0,3.0,2.0,0.048008231429163,4.0,413.545531,0.0,7.0,-191.0,0.09250593116017794
1759425167,3.0,3.0,2.0,0.048008231429163,4.0,413.545531,0.0,7.0,-191.0,0.11077535031436883
