index,srv-geo_autoscaler_requested_pods,srv-geo_autoscaler_terminating_pods,srv-geo_autoscaler_actual_pods,srv-geo_activator_request_concurrency,srv-geo_autoscaler_desired_pods,srv-geo_autoscaler_stable_request_concurrency,srv-geo_autoscaler_panic_request_concurrency,srv-geo_autoscaler_target_concurrency_per_pod,srv-geo_autoscaler_excess_burst_capacity,srv-geo_container_cpu_usage_seconds_total,srv-profile_autoscaler_requested_pods,srv-profile_autoscaler_terminating_pods,srv-profile_autoscaler_actual_pods,srv-profile_activator_request_concurrency,srv-profile_autoscaler_desired_pods,srv-profile_autoscaler_stable_request_concurrency,srv-profile_autoscaler_panic_request_concurrency,srv-profile_autoscaler_target_concurrency_per_pod,srv-profile_autoscaler_excess_burst_capacity,srv-profile_container_cpu_usage_seconds_total,srv-rate_autoscaler_requested_pods,srv-rate_autoscaler_terminating_pods,srv-rate_autoscaler_actual_pods,srv-rate_activator_request_concurrency,srv-rate_autoscaler_desired_pods,srv-rate_autoscaler_stable_request_concurrency,srv-rate_autoscaler_panic_request_concurrency,srv-rate_autoscaler_target_concurrency_per_pod,srv-rate_autoscaler_excess_burst_capacity,srv-rate_container_cpu_usage_seconds_total,srv-reservation_autoscaler_requested_pods,srv-reservation_autoscaler_terminating_pods,srv-reservation_autoscaler_actual_pods,srv-reservation_activator_request_concurrency,srv-reservation_autoscaler_desired_pods,srv-reservation_autoscaler_stable_request_concurrency,srv-reservation_autoscaler_panic_request_concurrency,srv-reservation_autoscaler_target_concurrency_per_pod,srv-reservation_autoscaler_excess_burst_capacity,srv-reservation_container_cpu_usage_seconds_total,srv-search_autoscaler_requested_pods,srv-search_autoscaler_terminating_pods,srv-search_autoscaler_actual_pods,srv-search_activator_request_concurrency,srv-search_autoscaler_desired_pods,srv-search_autoscaler_stable_request_concurrency,srv-search_autoscaler_panic_request_concurrency,srv-search_autoscaler_target_concurrency_per_pod,srv-search_autoscaler_excess_burst_capacity,srv-search_container_cpu_usage_seconds_total
1759424097,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.028278488491769088,3.0,0.0,1.0,,3.0,0.037515,0.0,7.0,-201.0,0.002512539612735834,3.0,2.0,1.0,,3.0,17.854449,0.0,7.0,-201.0,0.004653081440696589,0.0,2.0,1.0,,3.0,1.125154,0.0,7.0,-201.0,0.011026467138323032,3.0,2.0,1.0,,3.0,37.80713,0.0,7.0,-201.0,0.04144032149551703
1759424102,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.022246889939936863,3.0,0.0,1.0,,3.0,0.037515,0.0,7.0,-201.0,0.002051150409820967,3.0,2.0,1.0,,3.0,17.854449,0.0,7.0,-201.0,0.004351731843134267,0.0,2.0,1.0,,3.0,1.125154,0.0,7.0,-201.0,0.0018342892792818956,3.0,2.0,1.0,,3.0,37.80713,0.0,7.0,-201.0,0.012105515829615252
1759424107,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.009516143696271628,3.0,0.0,1.0,,3.0,0.037515,0.0,7.0,-201.0,0.011618081587481864,3.0,2.0,1.0,,3.0,17.854449,0.0,7.0,-201.0,0.004580745446881404,0.0,2.0,1.0,,3.0,1.125154,0.0,7.0,-201.0,0.08327132468563503,3.0,2.0,1.0,,3.0,37.80713,0.0,7.0,-201.0,0.01326512793491551
1759424112,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.021481358888175005,3.0,0.0,1.0,,3.0,0.037515,0.0,7.0,-201.0,0.02760859292304576,3.0,2.0,1.0,,3.0,17.854449,0.0,7.0,-201.0,0.004585480739129315,0.0,2.0,1.0,,3.0,1.125154,0.0,7.0,-201.0,0.10752157829017382,3.0,2.0,1.0,,3.0,37.80713,0.0,7.0,-201.0,0.05566027181483202
1759424117,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.02457846609067798,3.0,0.0,1.0,,3.0,0.037515,0.0,7.0,-201.0,0.03204102172179397,3.0,2.0,1.0,,3.0,17.854449,0.0,7.0,-201.0,0.004584551379246276,0.0,2.0,1.0,,3.0,1.125154,0.0,7.0,-201.0,0.15979987802878726,3.0,2.0,1.0,,3.0,37.80713,0.0,7.0,-201.0,0.06969632147151099
1759424117,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.07333028070553811,3.0,0.0,1.0,,3.0,0.037515,0.0,7.0,-201.0,0.03204102172179397,3.0,2.0,1.0,,3.0,17.854449,0.0,7.0,-201.0,0.004584551379246276,0.0,2.0,1.0,,3.0,1.125154,0.0,7.0,-201.0,0.15979987802878726,3.0,2.0,1.0,,3.0,37.80713,0.0,7.0,-201.0,0.16443307548140634
1759424122,3.0,2.0,1.0,,3.0,0.236536,0.0,7.0,-201.0,0.07926109434563017,3.0,0.0,1.0,,3.0,0.037515,0.0,7.0,-201.0,0.03639805414610886,3.0,2.0,1.0,,3.0,17.854449,0.0,7.0,-201.0,0.0035758235308582936,0.0,2.0,1.0,,3.0,1.125154,0.0,7.0,-201.0,0.19065022461369585,3.0,2.0,1.0,,3.0,37.80713,0.0,7.0,-201.0,0.1997591985898103
1759424127,3.0,0.0,3.0,,3.0,0.61299,2.575714,7.0,-184.0,0.11887169838746496,3.0,0.0,3.0,,3.0,0.651334,0.0,7.0,-181.0,0.03335804750530795,3.0,0.0,0.0,,3.0,1606.976295,0.075224,7.0,-212.0,0.0024706231846414965,3.0,0.0,3.0,,3.0,0.740375,0.0,7.0,-181.0,0.20724483592952747,3.0,0.0,3.0,,6.0,1723.426736,0.0,7.0,-181.0,0.23389811118402992
1759424132,3.0,0.0,3.0,,3.0,0.61299,2.575714,7.0,-184.0,0.13156645106766265,3.0,0.0,3.0,,3.0,0.651334,0.0,7.0,-181.0,0.038791476779806024,3.0,0.0,0.0,,3.0,1606.976295,0.075224,7.0,-212.0,0.001186071313142549,3.0,0.0,3.0,,3.0,0.740375,0.0,7.0,-181.0,0.23807206946168188,3.0,0.0,3.0,,6.0,1723.426736,0.0,7.0,-181.0,0.25687465772704954
1759424137,3.0,0.0,3.0,9.463105321162937,3.0,0.61299,2.575714,7.0,-184.0,0.14830863726264398,3.0,0.0,3.0,0.0,3.0,0.651334,0.0,7.0,-181.0,0.04799335914901362,3.0,0.0,0.0,1204.4868345306297,3.0,1606.976295,0.075224,7.0,-212.0,0.0009994179424218173,3.0,0.0,3.0,0.0,3.0,0.740375,0.0,7.0,-181.0,0.20653861576782057,3.0,0.0,3.0,1247.752680489279,6.0,1723.426736,0.0,7.0,-181.0,0.26698417921151796
1759424142,3.0,0.0,3.0,9.463105321162937,3.0,0.61299,2.575714,7.0,-184.0,0.1537112433587488,3.0,0.0,3.0,0.0,3.0,0.651334,0.0,7.0,-181.0,0.04410094996814733,3.0,0.0,0.0,1204.4868345306297,3.0,1606.976295,0.075224,7.0,-212.0,0.0010020008351382457,3.0,0.0,3.0,0.0,3.0,0.740375,0.0,7.0,-181.0,0.21300669446283127,3.0,0.0,3.0,1247.752680489279,6.0,1723.426736,0.0,7.0,-181.0,0.30757310425800527
1759424147,3.0,0.0,3.0,9.463105321162937,3.0,0.61299,2.575714,7.0,-184.0,0.17321060124197227,3.0,0.0,3.0,0.0,3.0,0.651334,0.0,7.0,-181.0,0.04416189756945696,3.0,0.0,0.0,1204.4868345306297,3.0,1606.976295,0.075224,7.0,-212.0,0.0008488745078420409,3.0,0.0,3.0,0.0,3.0,0.740375,0.0,7.0,-181.0,0.1207592872984265,3.0,0.0,3.0,1247.752680489279,6.0,1723.426736,0.0,7.0,-181.0,0.3261960918881638
1759424152,3.0,0.0,3.0,9.463105321162937,3.0,0.61299,2.575714,7.0,-184.0,0.17368979306643842,3.0,0.0,3.0,0.0,3.0,0.651334,0.0,7.0,-181.0,0.033646530484020186,3.0,0.0,0.0,1204.4868345306297,3.0,1606.976295,0.075224,7.0,-212.0,0.0007206380251124657,3.0,0.0,3.0,0.0,3.0,0.740375,0.0,7.0,-181.0,0.13768020737712144,3.0,0.0,3.0,1247.752680489279,6.0,1723.426736,0.0,7.0,-181.0,0.3232433381047011
1759424157,3.0,0.0,3.0,9.463105321162937,6.0,34.527526,4.756538,7.0,-186.0,0.15490644586781596,3.0,3.0,3.0,0.0,3.0,4.028392,0.0,7.0,-181.0,0.023140615596425138,3.0,0.0,0.0,1204.4868345306297,3.0,1403.498187,127.846433,7.0,-339.0,0.0005569370049093759,3.0,3.0,3.0,0.0,3.0,2.054432,0.0,7.0,-181.0,0.11949371221542393,3.0,0.0,3.0,1247.752680489279,6.0,2071.518774,0.0,7.0,-181.0,0.26108731934000023
1759424162,3.0,0.0,3.0,9.463105321162937,6.0,34.527526,4.756538,7.0,-186.0,0.16940619203521812,3.0,3.0,3.0,0.0,3.0,4.028392,0.0,7.0,-181.0,0.02757173592726201,3.0,0.0,0.0,1204.4868345306297,3.0,1403.498187,127.846433,7.0,-339.0,0.00022848762135922325,3.0,3.0,3.0,0.0,3.0,2.054432,0.0,7.0,-181.0,0.13683075841069084,3.0,0.0,3.0,1247.752680489279,6.0,2071.518774,0.0,7.0,-181.0,0.2844509932501366
1759424167,3.0,0.0,3.0,0.0,6.0,34.527526,4.756538,7.0,-186.0,0.1717395661848707,3.0,3.0,3.0,167.07634276788806,3.0,4.028392,0.0,7.0,-181.0,0.02574359135666203,3.0,0.0,0.0,2053.689278020382,3.0,1403.498187,127.846433,7.0,-339.0,,3.0,3.0,3.0,33.597464090863895,3.0,2.054432,0.0,7.0,-181.0,0.060687751832231296,3.0,0.0,3.0,2059.425511740249,6.0,2071.518774,0.0,7.0,-181.0,0.2602925255648936
1759424172,3.0,0.0,3.0,0.0,6.0,34.527526,4.756538,7.0,-186.0,0.15790885460308401,3.0,3.0,3.0,167.07634276788806,3.0,4.028392,0.0,7.0,-181.0,0.020619959208052218,3.0,0.0,0.0,2053.689278020382,3.0,1403.498187,127.846433,7.0,-339.0,,3.0,3.0,3.0,33.597464090863895,3.0,2.054432,0.0,7.0,-181.0,0.05519013300107918,3.0,0.0,3.0,2059.425511740249,6.0,2071.518774,0.0,7.0,-181.0,0.28479376214342034
1759424177,3.0,0.0,3.0,0.0,6.0,34.527526,4.756538,7.0,-186.0,0.142673893088645,3.0,3.0,3.0,167.07634276788806,3.0,4.028392,0.0,7.0,-181.0,0.021739296599029095,3.0,0.0,0.0,2053.689278020382,3.0,1403.498187,127.846433,7.0,-339.0,,3.0,3.0,3.0,33.597464090863895,3.0,2.054432,0.0,7.0,-181.0,0.052304187468690214,3.0,0.0,3.0,2059.425511740249,6.0,2071.518774,0.0,7.0,-181.0,0.2718331406905051
1759424177,3.0,0.0,3.0,0.0,6.0,34.527526,4.756538,7.0,-186.0,0.15558184150483023,3.0,3.0,3.0,167.07634276788806,3.0,4.028392,0.0,7.0,-181.0,0.021739296599029095,3.0,0.0,0.0,2053.689278020382,3.0,1403.498187,127.846433,7.0,-339.0,,3.0,3.0,3.0,33.597464090863895,3.0,2.054432,0.0,7.0,-181.0,0.04753345507446945,3.0,0.0,3.0,2059.425511740249,6.0,2071.518774,0.0,7.0,-181.0,0.285927061457084
1759424182,3.0,0.0,3.0,0.0,6.0,34.527526,4.756538,7.0,-186.0,0.15042132995987975,3.0,3.0,3.0,167.07634276788806,3.0,4.028392,0.0,7.0,-181.0,0.01832648780286737,3.0,0.0,0.0,2053.689278020382,3.0,1403.498187,127.846433,7.0,-339.0,,3.0,3.0,3.0,33.597464090863895,3.0,2.054432,0.0,7.0,-181.0,0.03845288941832022,3.0,0.0,3.0,2059.425511740249,6.0,2071.518774,0.0,7.0,-181.0,0.25886294169948876
1759424187,3.0,2.0,2.0,0.0,3.0,0.234613,0.134369,7.0,-192.0,0.1331905371690161,0.0,6.0,0.0,167.07634276788806,0.0,0.0,0.0,7.0,-211.0,0.01763704102902193,3.0,0.0,0.0,2053.689278020382,3.0,3095.119865,3107.142889,7.0,-3319.0,,0.0,5.0,0.0,33.597464090863895,0.0,0.0,0.0,7.0,-211.0,0.036775223410856275,3.0,0.0,3.0,2059.425511740249,6.0,3086.751441,0.0,7.0,-181.0,0.21281858664112877
1759424192,3.0,2.0,2.0,0.0,3.0,0.234613,0.134369,7.0,-192.0,0.12253240113226495,0.0,6.0,0.0,167.07634276788806,0.0,0.0,0.0,7.0,-211.0,0.01672779021325425,3.0,0.0,0.0,2053.689278020382,3.0,3095.119865,3107.142889,7.0,-3319.0,,0.0,5.0,0.0,33.597464090863895,0.0,0.0,0.0,7.0,-211.0,0.022189532063093636,3.0,0.0,3.0,2059.425511740249,6.0,3086.751441,0.0,7.0,-181.0,0.21281858664112877
1759424197,3.0,2.0,2.0,9.310600370731507,3.0,0.234613,0.134369,7.0,-192.0,0.11690537074638872,0.0,6.0,0.0,195.36476989962844,0.0,0.0,0.0,7.0,-211.0,0.016031045825350396,3.0,0.0,0.0,60.57045821513882,3.0,3095.119865,3107.142889,7.0,-3319.0,,0.0,5.0,0.0,235.00724263589152,0.0,0.0,0.0,7.0,-211.0,0.0210867722893546,3.0,0.0,3.0,107.25255575440197,6.0,3086.751441,0.0,7.0,-181.0,0.21331830267148222
1759424202,3.0,2.0,2.0,9.310600370731507,3.0,0.234613,0.134369,7.0,-192.0,0.16240763972805017,0.0,6.0,0.0,195.36476989962844,0.0,0.0,0.0,7.0,-211.0,0.01612498442981995,3.0,0.0,0.0,60.57045821513882,3.0,3095.119865,3107.142889,7.0,-3319.0,,0.0,5.0,0.0,235.00724263589152,0.0,0.0,0.0,7.0,-211.0,0.020587292997382944,3.0,0.0,3.0,107.25255575440197,6.0,3086.751441,0.0,7.0,-181.0,0.20687842924313435
1759424207,3.0,2.0,2.0,9.310600370731507,3.0,0.234613,0.134369,7.0,-192.0,0.17671423822513885,0.0,6.0,0.0,195.36476989962844,0.0,0.0,0.0,7.0,-211.0,0.014160648435710473,3.0,0.0,0.0,60.57045821513882,3.0,3095.119865,3107.142889,7.0,-3319.0,,0.0,5.0,0.0,235.00724263589152,0.0,0.0,0.0,7.0,-211.0,0.010755890507582083,3.0,0.0,3.0,107.25255575440197,6.0,3086.751441,0.0,7.0,-181.0,0.20687842924313435
1759424212,3.0,2.0,2.0,9.310600370731507,3.0,0.234613,0.134369,7.0,-192.0,0.17502316956618727,0.0,6.0,0.0,195.36476989962844,0.0,0.0,0.0,7.0,-211.0,0.00801721759650967,3.0,0.0,0.0,60.57045821513882,3.0,3095.119865,3107.142889,7.0,-3319.0,,0.0,5.0,0.0,235.00724263589152,0.0,0.0,0.0,7.0,-211.0,0.014005577234498905,3.0,0.0,3.0,107.25255575440197,6.0,3086.751441,0.0,7.0,-181.0,0.14418029248542302
1759424217,3.0,2.0,3.0,9.310600370731507,1.0,-1e-06,0.0,7.0,-181.0,0.14181453848844552,0.0,5.0,1.0,195.36476989962844,0.0,-1e-06,0.0,7.0,-201.0,0.010540547688704867,3.0,0.0,0.0,60.57045821513882,0.0,0.0,0.0,7.0,-201.0,,0.0,3.0,1.0,235.00724263589152,0.0,0.0,0.0,7.0,-201.0,0.011485111637490992,3.0,0.0,3.0,107.25255575440197,1.0,0.0,0.0,7.0,-181.0,0.1200366012980505
1759424222,3.0,2.0,3.0,9.310600370731507,1.0,-1e-06,0.0,7.0,-181.0,0.11733599820654471,0.0,5.0,1.0,195.36476989962844,0.0,-1e-06,0.0,7.0,-201.0,0.009997604486745287,3.0,0.0,0.0,60.57045821513882,0.0,0.0,0.0,7.0,-201.0,,0.0,3.0,1.0,235.00724263589152,0.0,0.0,0.0,7.0,-201.0,0.012618885569983366,3.0,0.0,3.0,107.25255575440197,1.0,0.0,0.0,7.0,-181.0,0.096772415862106
1759424227,3.0,2.0,3.0,,1.0,-1e-06,0.0,7.0,-181.0,0.12049915711569865,0.0,5.0,1.0,,0.0,-1e-06,0.0,7.0,-201.0,0.006521351108738409,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-201.0,0.0009505085261353901,0.0,3.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.011633019190474193,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.08919574353764971
1759424232,3.0,2.0,3.0,,1.0,-1e-06,0.0,7.0,-181.0,0.11269529673015562,0.0,5.0,1.0,,0.0,-1e-06,0.0,7.0,-201.0,0.006930162118259722,3.0,0.0,0.0,,0.0,0.0,0.0,7.0,-201.0,0.0011162611682376466,0.0,3.0,1.0,,0.0,0.0,0.0,7.0,-201.0,0.010153099883674814,3.0,0.0,3.0,,1.0,0.0,0.0,7.0,-181.0,0.08438625145229864
