id,memcached_get_profile,/profile.Profile/GetProfiles,/recommendation.Recommendation/GetRecommendations,HTTP GET /recommendations,startTime,total,mongo_profile,pattern
010925a6ef6e9aeb,2293.0,2367.0,4401,0.0,2025-10-07 09:49:43.572751,9228,0.0,1101011
0016a6b3d8d3abdd,17510.0,17782.0,54,3909291.0,2025-10-07 09:49:24.122273,7853742,0.0,1111011
00568422df7d5947,176.0,138704.0,233,249161.0,2025-10-07 09:49:02.894096,498835,0.0,1111011
0076dc9b7f1d3761,11497.0,3649960.0,66112,3716318.0,2025-10-07 09:49:22.139455,7455471,0.0,1111011
00fe1421185abfaa,418.0,6761942.0,43582,6805704.0,2025-10-07 09:49:34.164273,13612383,0.0,1111011
001ba112b4aeb581,1163.0,1254675.0,12,1267669.0,2025-10-07 09:49:11.028304,2537863,0.0,1111011
0097c4f75e3c05e3,683.0,752.0,16,665329.0,2025-10-07 09:48:54.926275,1331982,0.0,1111011
005bb5ca74f7e802,873.0,95783.0,12,167421.0,2025-10-07 09:49:01.947285,336518,0.0,1111011
00dffd81777f14c6,2449.0,429894.0,11,561514.0,2025-10-07 09:49:14.595566,1127876,0.0,1111011
00d305be67fcb496,5363.0,3667018.0,16306,3683678.0,2025-10-07 09:49:24.611725,7377811,0.0,1111011
0002a578a587d284,308.0,3827179.0,97516,3925216.0,2025-10-07 09:49:24.186414,7850757,0.0,1111011
00e2914a86d98324,5676.0,2261141.0,163,2337110.0,2025-10-07 09:49:20.905641,4685749,0.0,1111011
010f442ffba1a332,691.0,5714626.0,7866,5722629.0,2025-10-07 09:49:35.255676,11446824,0.0,1111011
00f820bf3990bde5,561.0,648.0,5029,0.0,2025-10-07 09:49:44.162479,6253,0.0,1101011
00b5c8df933e32e5,927.0,5885054.0,71681,5957000.0,2025-10-07 09:49:16.492001,11915891,0.0,1111011
00c845ce3addb271,3308.0,4409.0,5,0.0,2025-10-07 09:49:40.170713,752709,0.0,1101011
00c31f7e2655387f,564.0,666.0,8,0.0,2025-10-07 09:49:43.956577,6868,0.0,1101011
012cf636d9d12525,1287.0,1325.0,5,5834623.0,2025-10-07 09:49:31.148820,11671776,0.0,1111011
0080471e6a9c3d34,1315.0,3490863.0,45,4346731.0,2025-10-07 09:49:07.997755,8696046,0.0,1111011
002d2d3002521819,1106.0,1208.0,107715,5110900.0,2025-10-07 09:49:17.920242,10223833,0.0,1111011
01025ef862c72d48,589.0,5452527.0,108,5463806.0,2025-10-07 09:49:31.735806,10928881,0.0,1111011
00839220683dd2fb,37117.0,1352364.0,13,1414903.0,2025-10-07 09:48:52.840248,2905114,0.0,1111011
00c3a1978c67b916,876.0,1882.0,321213,8612553.0,2025-10-07 09:49:27.154976,17227644,0.0,1111011
00067a2228e8bedd,2530.0,8739048.0,15,8748844.0,2025-10-07 09:49:26.530009,17502731,0.0,1111011
00c3f7843716b792,835.0,904.0,7,503740.0,2025-10-07 09:49:06.089357,1009059,0.0,1111011
013ff39f6cd3e086,310.0,384.0,11,381834.0,2025-10-07 09:48:58.337497,763982,0.0,1111011
011c3a2ada8a10c5,2983.0,398956.0,201,690702.0,2025-10-07 09:49:14.420328,1387481,0.0,1111011
0098eadbfbb4c2ea,0.0,1968184.0,245454,2213723.0,2025-10-07 09:49:09.129904,4427375,0.0,1110011
008aec9f23382258,9578.0,2707299.0,849487,3556878.0,2025-10-07 09:49:07.912062,7133108,0.0,1111011
00215da932fb9fc7,15682.0,7242110.0,28,7248488.0,2025-10-07 09:49:28.902845,14527954,0.0,1111011
0043b3cefa06e84d,1810.0,6594421.0,65,6597667.0,2025-10-07 09:49:37.457983,13198901,0.0,1111011
00db5916d73bb3b7,1508.0,8814858.0,85766,8900786.0,2025-10-07 09:49:25.130039,17804643,0.0,1111011
004708cfb239a803,14339.0,7130697.0,19,7345110.0,2025-10-07 09:49:36.263598,14718815,0.0,1111011
00f21326dd28c436,683.0,5679427.0,67,5690987.0,2025-10-07 09:49:16.840028,11383296,0.0,1111011
00e29c073eca28d7,780.0,827.0,156,512793.0,2025-10-07 09:49:14.002754,1027042,0.0,1111011
00d1411cd13a7286,386.0,485.0,5078,227321.0,2025-10-07 09:48:59.645778,455430,0.0,1111011
00164166a61876b1,1105.0,421081.0,40,479113.0,2025-10-07 09:49:03.884142,960400,0.0,1111011
00bc546ef04ef386,17270.0,17600.0,10,0.0,2025-10-07 09:49:40.138322,197375,0.0,1101011
00958936240b3fa1,1040.0,6272235.0,47,6308578.0,2025-10-07 09:49:14.834610,12619304,0.0,1111011
0131d690a59418c5,376.0,8603985.0,6783,8610896.0,2025-10-07 09:49:26.840413,17222500,0.0,1111011
00dda95633604e84,1261.0,4107222.0,14815,4122333.0,2025-10-07 09:49:23.861656,8247163,0.0,1111011
011f04843fa21ba2,9158.0,9222.0,51,165321.0,2025-10-07 09:49:05.900314,348881,0.0,1111011
00a6c33231a47377,4225.0,8924272.0,22658,8947027.0,2025-10-07 09:49:25.120236,17902649,0.0,1111011
010e31b064cadd08,293.0,573.0,244818,9016128.0,2025-10-07 09:49:25.403189,18032957,0.0,1111011
0032297ab53ea8e3,23717.0,5770233.0,55511,5825916.0,2025-10-07 09:49:35.152260,11699280,0.0,1111011
00d800b1fb1321b3,27121.0,35994.0,10,41770.0,2025-10-07 09:49:02.689350,137689,0.0,1111011
0119fa6c989381f8,1871.0,1928.0,40,0.0,2025-10-07 09:49:39.153184,724201,0.0,1101011
00360e56ecb9d976,953.0,1193.0,25,0.0,2025-10-07 09:49:43.002253,9870,0.0,1101011
001cdd78ffc69510,11362.0,8291123.0,14,8639450.0,2025-10-07 09:49:26.083609,17301560,0.0,1111011
01430bf4079f2090,742.0,853.0,152,0.0,2025-10-07 09:49:40.159517,757089,0.0,1101011
003b9d909e1ef1fb,348.0,453.0,16803,44078.0,2025-10-07 09:49:01.848780,88866,0.0,1111011
00fdfad3115b3eea,1710.0,2836453.0,71127,2907768.0,2025-10-07 09:49:23.151619,5822778,0.0,1111011
001774e5e90d527a,3464.0,1618434.0,254816,1873499.0,2025-10-07 09:49:09.897973,3753730,0.0,1111011
002f86c9ba0d4f6f,1411.0,412640.0,116,848382.0,2025-10-07 09:49:14.262190,1699706,0.0,1111011
00df923f328386f3,716.0,2809276.0,27682,2837077.0,2025-10-07 09:49:23.126716,5675735,0.0,1111011
00b28fcd5ebfa568,1691.0,2417427.0,74,4502504.0,2025-10-07 09:48:50.818085,9217345,104645.0,1111111
0083814de4aaa395,16218.0,37739.0,5039,42895.0,2025-10-07 09:49:03.568357,118257,0.0,1111011
0093f983dc79cb38,36025.0,6465538.0,44443,6510080.0,2025-10-07 09:49:15.325255,13092241,0.0,1111011
00468185660f85ad,16120.0,8545395.0,5313,8551000.0,2025-10-07 09:49:26.839979,17134031,0.0,1111011
003ef50f3203a089,600.0,53840.0,20,65879.0,2025-10-07 09:49:05.317703,132930,0.0,1111011
00b9bb5dca34b398,789.0,560438.0,98779,659355.0,2025-10-07 09:49:03.907952,1320265,0.0,1111011
0034e6a2a4991714,6477.0,8296854.0,233076,8530001.0,2025-10-07 09:49:26.153547,17073068,0.0,1111011
008ad5f5b2ca89f4,702.0,47273.0,23280,70760.0,2025-10-07 09:49:02.825470,142938,0.0,1111011
006160cb11bd3f7f,236.0,314.0,158675,6362511.0,2025-10-07 09:49:14.916810,12725695,0.0,1111011
00c7297e072056f3,375.0,610.0,8,48405.0,2025-10-07 09:49:05.626770,97604,0.0,1111011
011d6cf2f1442d33,593.0,669.0,53,101272.0,2025-10-07 09:48:56.878917,203762,0.0,1111011
0008c3e736d836c5,299.0,6943.0,5922,12962.0,2025-10-07 09:49:02.695497,26576,0.0,1111011
0085b4d573ce5b84,0.0,0.0,700505,700547.0,2025-10-07 09:49:39.167832,1401052,0.0,0110011
006b4a8654034e83,1459.0,1537.0,1817074,0.0,2025-10-07 09:49:39.142946,1820303,0.0,1101011
012561cc6ade8815,441.0,539.0,6980,0.0,2025-10-07 09:49:44.645392,7967,0.0,1101011
014762ab9a79c21d,488.0,707.0,9013,0.0,2025-10-07 09:49:44.747970,10237,0.0,1101011
0068f58b8a4ae7bc,378.0,4418919.0,32,4426210.0,2025-10-07 09:49:32.925476,8853203,0.0,1111011
002dbb206a5910cc,497.0,693.0,17,702365.0,2025-10-07 09:49:05.889656,1405723,0.0,1111011
002799cf58a8d85a,12825.0,5204771.0,1441585,6646738.0,2025-10-07 09:49:38.403740,13318814,0.0,1111011
00e7d231bb1337cd,330.0,6703174.0,10106,6713418.0,2025-10-07 09:49:37.119218,13427455,0.0,1111011
0090bb6934a1669f,947.0,978.0,59,1771159.0,2025-10-07 09:49:10.092339,3544167,0.0,1111011
001e45c6ac1bdf39,0.0,0.0,662369,662416.0,2025-10-07 09:49:39.203209,1324785,0.0,0110011
013a5fffb6536861,538.0,632.0,744950,4184187.0,2025-10-07 09:49:40.170057,8369520,0.0,1111011
0021de9715942389,294.0,375.0,10304,0.0,2025-10-07 09:49:44.650357,10984,0.0,1101011
0074d995527091a5,634.0,686.0,15,6140632.0,2025-10-07 09:49:15.899404,12282361,0.0,1111011
007631f8b15c0df6,16408.0,16468.0,21,1746523.0,2025-10-07 09:49:10.125684,3525614,0.0,1111011
002dec5fae663e3e,0.0,978891.0,171,1301143.0,2025-10-07 09:49:39.649012,2602339,0.0,1110011
002b27dd9a563e7b,2870.0,6206519.0,560017,6766893.0,2025-10-07 09:49:29.692653,13539212,0.0,1111011
005c6e84b34a863d,894.0,972.0,221,3333119.0,2025-10-07 09:49:19.898549,6668237,0.0,1111011
000a18b9c6f1d50c,73533.0,3151031.0,8,3175213.0,2025-10-07 09:49:08.948296,6497277,0.0,1111011
005f64bb21036a38,575.0,6130198.0,52,6163749.0,2025-10-07 09:49:15.831756,12328629,0.0,1111011
003bad8441b2b588,8717.0,8865.0,13,1628175.0,2025-10-07 09:48:53.860156,3273153,0.0,1111011
009f41773260816f,2012.0,5392480.0,318248,5710797.0,2025-10-07 09:49:39.650121,11426720,0.0,1111011
00ecc8aa2496f54f,9378.0,2536160.0,1575338,4111591.0,2025-10-07 09:49:38.272067,8241917,0.0,1111011
00bb43caa17aa45c,14953.0,5664001.0,122779,5787191.0,2025-10-07 09:49:31.132790,11603951,0.0,1111011
003bf8e262f99078,1186.0,367859.0,131,721650.0,2025-10-07 09:49:14.361366,1445695,0.0,1111011
01077eeb8451c175,377.0,9715148.0,502796,10218070.0,2025-10-07 09:49:25.149462,20436835,0.0,1111011
0032379c669e564b,294.0,371.0,7469,178177.0,2025-10-07 09:49:00.081661,356820,0.0,1111011
0042c8549f5fd8b6,3721.0,6759446.0,61592,6821140.0,2025-10-07 09:49:34.146806,13649874,0.0,1111011
00912075ebb56492,468.0,779231.0,10,788252.0,2025-10-07 09:49:11.711233,1577435,0.0,1111011
00e673532f18da71,377.0,4176136.0,101929,4278312.0,2025-10-07 09:49:18.924840,8557345,0.0,1111011
000862e1013373e8,664.0,8252596.0,49,8776227.0,2025-10-07 09:49:25.862929,17553780,0.0,1111011
00676c6624d70397,367.0,503.0,1351726,1655176.0,2025-10-07 09:49:06.907993,3310996,0.0,1111011
004456b84f88d70e,1876.0,2773465.0,55528,2829189.0,2025-10-07 09:49:23.130686,5662345,0.0,1111011
00dc9c9aabe51f6b,34663.0,34731.0,16,914951.0,2025-10-07 09:49:14.241249,1899219,0.0,1111011
004043c29ccd8248,24365.0,24494.0,34995,0.0,2025-10-07 09:49:44.361236,83896,0.0,1101011
000ff330530084c4,364.0,443.0,7183,17610.0,2025-10-07 09:48:57.457907,35932,0.0,1111011
0101802d71fef6ca,1428.0,413353.0,16,828294.0,2025-10-07 09:49:14.282189,1659428,0.0,1111011
00a78ba9a214e3e0,1268.0,1309.0,1685162,7724229.0,2025-10-07 09:49:38.199266,15450882,0.0,1111011
013674ecc4240ffe,2447.0,6110407.0,10,7801230.0,2025-10-07 09:49:38.257867,15607472,0.0,1111011
003cc0d48786cc9d,536.0,648.0,5192,263184.0,2025-10-07 09:49:04.240091,527534,0.0,1111011
00ae71004a42ffdc,1444.0,1461.0,20728,6563213.0,2025-10-07 09:49:37.836513,13129331,0.0,1111011
00f20d886afa822f,2732.0,2782.0,22,2309813.0,2025-10-07 09:49:10.301651,4625048,0.0,1111011
0050e86a89b822d8,576.0,6492272.0,7,6519880.0,2025-10-07 09:49:37.779283,13040761,0.0,1111011
00972e4f704e2e1e,455.0,566.0,8617,17862.0,2025-10-07 09:48:56.346485,36729,0.0,1111011
002cb58ca99e3847,2577.0,2608438.0,469872,3078557.0,2025-10-07 09:49:08.381262,6162320,0.0,1111011
00c8179e6a57de7c,877.0,255211.0,86037,341374.0,2025-10-07 09:48:59.889766,684545,0.0,1111011
000f200ac2d626d1,371.0,5878668.0,1686579,7565399.0,2025-10-07 09:49:38.161754,15131540,0.0,1111011
012c14bbd07f5e8b,11700.0,3599705.0,67602,3667430.0,2025-10-07 09:49:24.638027,7358241,0.0,1111011
002fc61337da9d7b,0.0,1968524.0,333907,2302496.0,2025-10-07 09:49:09.041760,4605299,0.0,1110011
007921992df12290,0.0,863338.0,152,1006397.0,2025-10-07 09:49:39.947876,2012904,0.0,1110011
001b549b7a075412,527.0,568.0,168,13936.0,2025-10-07 09:49:02.570709,29027,0.0,1111011
00e554d4557f9948,912.0,5038027.0,20847,5058995.0,2025-10-07 09:49:32.279138,10119753,0.0,1111011
0144378377612675,13599.0,34907.0,23,44138.0,2025-10-07 09:49:03.491128,115392,0.0,1111011
00fc4bf39b33dd94,19050.0,19174.0,4078,0.0,2025-10-07 09:49:43.598970,42328,0.0,1101011
00a7df745b3175fe,62503.0,62631.0,17,0.0,2025-10-07 09:49:39.651019,442869,0.0,1101011
00201543a1db2690,462.0,2708576.0,183,2720597.0,2025-10-07 09:49:20.519843,5442273,0.0,1111011
00d5e82849c31c9d,22062.0,22216.0,6,254940.0,2025-10-07 09:49:06.697418,553866,0.0,1111011
0080cb23609d8df8,375.0,7593840.0,137733,7731798.0,2025-10-07 09:49:28.147877,15464340,0.0,1111011
010af8546007bce1,733.0,886.0,92949,522845.0,2025-10-07 09:49:04.948955,1047132,0.0,1111011
00047380c28534de,15916.0,16536.0,2346785,4175945.0,2025-10-07 09:48:49.912466,8384257,0.0,1111011
00d0a83995d721e4,11258.0,11505.0,4731,0.0,2025-10-07 09:49:41.123085,27519,0.0,1101011
013ccc53f6bf669d,1217.0,5865053.0,1686256,7551446.0,2025-10-07 09:49:38.161654,15105372,0.0,1111011
005e8d01b38a5634,199.0,8965560.0,8,9163628.0,2025-10-07 09:49:25.851184,18327591,0.0,1111011
0006dd1bd5e853aa,7634.0,7663.0,27725,6164795.0,2025-10-07 09:49:30.658849,12344890,0.0,1111011
0045d7b5181e080b,839.0,881.0,33,2892095.0,2025-10-07 09:49:23.069292,5785819,0.0,1111011
00a3e1a73ae5afd4,548.0,640.0,8278,0.0,2025-10-07 09:49:42.150417,9486,0.0,1101011
00a715f2c38c8284,605985.0,138270,746315.0,3454.0,2025-10-07 09:50:44.314821,1497527,111111
013130b6e630def9,1936902.0,79799,2017004.0,644.0,2025-10-07 09:50:25.869882,4035293,111111
00060d95a8951c86,625710.0,88705,714539.0,601.0,2025-10-07 09:50:27.868955,1430246,111111
000fe657968afb9c,673.0,767346,3587644.0,429.0,2025-10-07 09:50:00.758604,7176200,111111
0103b79cc9002773,5502850.0,72986,5575928.0,2569.0,2025-10-07 09:50:06.075646,11156933,111111
00fc4bf39b33dd94,19174.0,4078,4760628.0,19050.0,2025-10-07 09:49:43.598921,9559146,111111
00610c31bae418e7,171210.0,11302,182617.0,2432.0,2025-10-07 09:50:13.008262,370054,111111
00f153afbb74b632,868.0,15565,0.0,841.0,2025-10-07 09:50:44.802851,17464,110111
01418250c99b3f41,4686354.0,35,4723610.0,2072.0,2025-10-07 09:49:52.374921,9451470,111111
00dd75b0d01e657d,665094.0,15,703651.0,1713.0,2025-10-07 09:50:27.920124,1410713,111111
00df3ec2e924101f,809442.0,18308,827913.0,690.0,2025-10-07 09:50:37.447951,1657245,111111
00197579dba37d0a,393.0,6809,3507729.0,367.0,2025-10-07 09:50:08.795867,7016118,111111
0052a3ef91321985,5945514.0,909736,6855447.0,237.0,2025-10-07 09:50:02.175739,13711276,111111
0068b42b42b46280,6337.0,1098036,1377245.0,3918.0,2025-10-07 09:50:24.450152,2764623,111111
011a4f0fe070066e,703.0,168,2396023.0,676.0,2025-10-07 09:50:00.754091,4793466,111111
00f3151aa11e2b99,2281819.0,19,2780591.0,658.0,2025-10-07 09:50:16.001541,5562509,111111
006383e08f1b381b,896499.0,16,1036751.0,17613.0,2025-10-07 09:50:24.046877,2108646,111111
00c3bf1fd260ff3a,5228637.0,8608,5237901.0,11007.0,2025-10-07 09:49:51.301967,10497287,111111
00f3903a65df3345,754593.0,25,760241.0,605.0,2025-10-07 09:50:37.574730,1521788,111111
00a3d162a002a2c1,6912138.0,113282,7025499.0,338.0,2025-10-07 09:49:46.378733,14051914,111111
007c71646ffc424d,2642001.0,6811,2648905.0,1591.0,2025-10-07 09:49:49.740209,5300963,111111
0081cc44a07146d3,17922.0,9778,6034462.0,17852.0,2025-10-07 09:49:49.580437,12104542,111111
0122240d29f07c80,766824.0,149,776021.0,402.0,2025-10-07 09:50:12.063566,1553003,111111
00d0a83995d721e4,11505.0,4731,6732414.0,11258.0,2025-10-07 09:49:41.123032,13487360,111111
007531a69857d4e4,2885345.0,229,2912787.0,1428.0,2025-10-07 09:50:17.662770,5828576,111111
001b0833fc3767aa,3270696.0,684711,3955491.0,794.0,2025-10-07 09:50:16.120429,7912757,111111
0114a460de337892,3173972.0,10853,3184970.0,11824.0,2025-10-07 09:50:15.298328,6393672,111111
00379cf1018757bd,3152386.0,6016,3158503.0,238.0,2025-10-07 09:50:15.396232,6317507,111111
0028eb4b38655573,2043876.0,102055,2146118.0,24790.0,2025-10-07 09:50:18.949124,4341931,111111
00a3e1a73ae5afd4,5823858.0,8278,5832239.0,548.0,2025-10-07 09:49:42.150375,11665583,111111
00ad910fef82a896,649.0,32,773680.0,552.0,2025-10-07 09:49:56.376999,1548516,111111
002216ce717eee5c,848640.0,92648,941465.0,2642.0,2025-10-07 09:50:23.950220,1888090,111111
0031dd32f80de87f,572472.0,925673,1498361.0,23494.0,2025-10-07 09:50:24.896811,3043589,111111
00f88421d6ed7dbd,1593457.0,52,1684310.0,3887.0,2025-10-07 09:50:13.864179,3376421,111111
00f3f470adb33091,413.0,37892,880170.0,271.0,2025-10-07 09:50:24.211512,1760855,111111
00c2fe487981549f,5315915.0,218815,5534894.0,10503.0,2025-10-07 09:50:04.836649,11090758,111111
00306f21dcca8be5,505646.0,7120,512874.0,1691.0,2025-10-07 09:49:56.757836,1029260,111111
00d2fac10f0c4c40,596.0,16361,4079772.0,496.0,2025-10-07 09:50:07.991485,8160502,111111
00269b6dbad65719,2839965.0,2006169,4846410.0,10698.0,2025-10-07 09:50:01.069020,9715312,111111
010f18e5413b3246,3535310.0,761779,4297237.0,1058.0,2025-10-07 09:50:15.658569,8596744,111111
0050f837b3c0f342,339.0,679402,1607779.0,212.0,2025-10-07 09:50:22.596415,3215951,111111
007df0974478af03,963.0,13,135092.0,757.0,2025-10-07 09:50:40.815913,271710,111111
009dbf3ec387a35e,1792423.0,9,1796899.0,21879.0,2025-10-07 09:50:30.393878,3637500,111111
00055bd7b31d5563,461.0,8806,4707664.0,379.0,2025-10-07 09:49:52.354861,9416136,111111
012ce3ae46652574,3933561.0,8660,3942406.0,1414.0,2025-10-07 09:50:08.165031,7887567,111111
00b864d9776281ff,1148211.0,5242,1153609.0,1830.0,2025-10-07 09:50:42.853552,2310867,111111
00e289fd9154c866,414246.0,35,498104.0,3791.0,2025-10-07 09:50:12.629613,1003781,111111
004020a032fa8356,1066903.0,99915,1166949.0,14309.0,2025-10-07 09:50:33.348775,2362604,111111
00fa971ed4f667b5,1051206.0,100375,1151914.0,2547.0,2025-10-07 09:50:33.347838,2308863,111111
000ebfcbbfb20eec,2689105.0,119988,2809267.0,4815.0,2025-10-07 09:49:58.630040,5628123,111111
00bea0e6a05db5eb,5358985.0,4,5639953.0,2893.0,2025-10-07 09:49:50.396115,11285781,111111
006642c58c3971fa,3447353.0,82,4425078.0,1172.0,2025-10-07 09:50:15.802373,8852592,111111
003f4db362478e34,1909.0,179,546127.0,1866.0,2025-10-07 09:50:28.236838,1096097,111111
011de355546c6180,1078400.0,68173,1146647.0,3544.0,2025-10-07 09:50:38.112730,2300497,111111
010f631d8d8b094c,4743013.0,379354,5122461.0,958.0,2025-10-07 09:50:05.620779,10246970,111111
008378743428c62e,3892700.0,225935,4118727.0,510.0,2025-10-07 09:50:14.660010,8242930,111111
0045f477d9645d6a,5020472.0,99,5449953.0,569.0,2025-10-07 09:50:05.649457,10901072,111111
00dfd491e80b8102,4782195.0,35,4788525.0,240.0,2025-10-07 09:50:15.086504,9577583,111111
003bfc88291806c2,90094.0,5,119029.0,1858.0,2025-10-07 09:50:22.945030,241706,111111
00aed32c40982107,661550.0,54701,716329.0,485.0,2025-10-07 09:50:39.108307,1433596,111111
00dc5407d6c91ecd,22700.0,77566,156967.0,22611.0,2025-10-07 09:50:22.874303,359068,111111
00197343cb7babea,4790564.0,634662,5425340.0,309.0,2025-10-07 09:50:05.366485,10851272,111111
010f7c3de50bc15c,526.0,30,400584.0,327.0,2025-10-07 09:50:28.647012,773650,111111
00d07b1af89f92fe,818.0,38630,747014.0,601.0,2025-10-07 09:50:33.885204,1495262,111111
0091fe679ee04762,1641895.0,33828,1675902.0,1181.0,2025-10-07 09:50:26.195318,3354256,111111
00f29c0304717a92,856933.0,99863,956931.0,2269.0,2025-10-07 09:50:23.950097,1918540,111111
00d758dd8f60f525,3907.0,15,4895431.0,3795.0,2025-10-07 09:49:43.359876,9798451,111111
004268ecdfa2f7d7,413.0,8296,855332.0,343.0,2025-10-07 09:50:37.784309,1711365,111111
000cb1c8ad4a0018,1783.0,55089,3455583.0,1704.0,2025-10-07 09:49:58.708087,6914624,111111
006c7a02faf34897,2095.0,12,665491.0,1878.0,2025-10-07 09:50:35.942266,1334771,111111
00d55184ab95dcbf,5266253.0,10027,5276397.0,382.0,2025-10-07 09:50:03.910586,10553527,111111
0069b13a3d863502,1922498.0,57,2700900.0,1855.0,2025-10-07 09:49:59.762864,5405527,111111
00f81fa310bfe4b2,221945.0,7259,229275.0,633.0,2025-10-07 09:50:34.609511,459862,111111
